Cost_ID,Date,Department,City,Cost_Type,Cost_Amount,Budget_Amount,Employee_ID,Approved_By,Cost_Center_Code,Fiscal_Quarter,Fiscal_Year,Is_Recurring,Notes,Currency
CST003304,2023-01-15,Logistics,Alexandria,Marketing,3251.24,36602.51,E0198,MGR11,CC008,Q3,2022,True,,EGP
CST003305,2024-01-07,Sales,Port Said,Depreciation,24145.92,5840.5,E0024,MGR15,CC002,Q4,2024,True,,EGP
CST003306,2022-03-08,HR,Aswan,Salaries,10555.41,42505.1,E0084,MGR1,CC027,Q1,2022,False,Note_84,EGP
CST003307,2022-07-19,HR,Tanta,Salaries,1535.74,1944.26,E0044,MGR18,CC001,Q2,2021,False,,EGP
CST003308,2023-09-02,Customer Service,Giza,Depreciation,61125.09,8065.62,E0061,MGR15,CC020,Q3,2024,False,Note_39,EGP
CST003309,2023-07-27,Marketing,Suez,Insurance,5714.12,14481.06,E0127,MGR20,CC010,Q2,2024,True,Note_12,EGP
CST003310,2022-10-15,Finance,Tanta,Salaries,3122.81,2600.18,E0006,MGR4,CC010,Q2,2022,True,,EGP
CST003311,2023-06-08,Operations,Cairo,Utilities,16733.22,39578.79,E0145,MGR13,CC012,Q2,2022,False,,EGP
CST003312,2023-10-17,Finance,Cairo,Insurance,181568.17,3862.41,E0093,MGR15,CC009,Q4,2023,True,,EGP
CST003313,2021-10-18,Sales,Asyut,Maintenance,0.0,5113.16,E0044,MGR8,CC014,Q3,2024,False,,EGP
CST003314,2021-01-26,Customer Service,Port Said,Salaries,-1982.6,2569.57,E0064,MGR9,CC024,Q2,2024,True,,EGP
CST003315,2023-10-26,Sales,Mansoura,Utilities,44413.27,33979.56,E0180,MGR3,CC027,Q3,2021,True,,EGP
CST003316,2021-10-25,Logistics,Asyut,Depreciation,0.0,3697.41,E0008,MGR13,CC015,Q3,2024,False,Note_21,
CST003317,2024-12-03,Operations,Cairo,Insurance,4168.86,14129.6,E0182,MGR5,CC004,Q4,2022,False,Note_11,EUR
CST003318,2024-03-23,Marketing,Asyut,Maintenance,5232.18,4668.0,E0012,MGR2,CC008,Q2,2022,False,,EGP
CST003319,2024-11-06,HR,Alexandria,Salaries,1218.35,5046.73,E0037,MGR3,CC009,Q4,2022,True,Note_39,EGP
CST003320,2024-09-06,Customer Service,Suez,Depreciation,7305.45,29703.91,E0186,MGR5,CC022,Q2,2021,True,,EGP
CST003321,2024-06-06,Sales,Asyut,Insurance,34190.73,14733.6,E0069,MGR16,CC025,Q3,2024,True,,EGP
CST003322,2023-12-10,Marketing,Suez,Rent,33616.46,84945.56,E0041,MGR11,CC014,Q2,2021,False,,USD
CST003323,2022-04-08,Finance,Suez,Rent,4131.1,5364.59,E0003,MGR3,CC026,Q1,2022,False,,EGP
CST003324,2024-07-13,Marketing,Aswan,Salaries,20552.73,1005.38,E0074,MGR1,CC026,Q3,2021,False,Note_5,EGP
CST003325,2023-06-02,HR,Giza,Marketing,11343.26,2886.93,E0171,MGR11,CC008,Q4,2023,True,,EGP
CST003326,2022-05-07,Operations,Aswan,Maintenance,9515.19,3372.34,E0148,MGR10,CC017,Q2,2021,True,Note_41,USD
CST003327,2021-07-09,Finance,Tanta,Marketing,14657.51,1711.01,E0083,MGR2,CC024,Q4,2021,False,Note_54,EGP
CST003328,2024-09-13,Customer Service,Luxor,Salaries,1761.52,6223.87,E0167,MGR8,CC023,Q2,2021,False,,EGP
CST003329,2023-09-05,Logistics,Cairo,Utilities,35101.41,16801.4,E0099,MGR1,CC024,Q4,2021,True,Note_79,EGP
CST003330,2023-05-27,Customer Service,Suez,Maintenance,1900.31,10329.74,E0074,MGR4,CC027,Q2,2021,False,,EGP
CST003331,2024-11-02,HR,Alexandria,Insurance,7801.8,9174.79,E0143,MGR11,CC020,Q1,2022,True,,EGP
CST003332,2021-01-15,HR,Aswan,Utilities,33152.82,3755.34,E0173,MGR17,CC020,Q2,2021,True,,
CST003333,2021-08-13,Finance,Aswan,Utilities,1916.73,17508.71,E0088,MGR10,CC027,Q1,2024,True,Note_91,USD
CST003334,2023-10-06,HR,Tanta,Maintenance,12196.47,9530.73,E0071,MGR11,CC019,Q2,2023,True,,EGP
CST003335,2021-07-09,Finance,Alexandria,Salaries,19500.97,34405.22,E0068,MGR6,CC007,Q3,2022,False,,EGP
CST003336,2021-06-25,Customer Service,Luxor,COGS,86191.38,17490.17,E0096,MGR16,CC012,Q3,2024,False,,EGP
CST003337,2021-06-19,Customer Service,Giza,Depreciation,33499.96,4942.21,E0121,MGR15,CC013,Q2,2024,True,,EGP
CST003338,2023-11-20,IT,Giza,Salaries,7012.31,4918.78,E0116,MGR9,CC008,Q2,2021,False,,
CST003339,2024-07-02,IT,Port Said,Maintenance,6407.5,4015.51,E0009,MGR20,CC009,Q2,2023,True,Note_73,EGP
CST003340,2022-01-12,Marketing,Mansoura,Salaries,14921.4,73753.11,E0130,MGR20,CC028,Q1,2022,True,,
CST003341,2022-09-07,Logistics,Mansoura,Utilities,24957.43,1115.22,E0159,MGR15,CC030,Q1,2022,True,Note_58,EGP
CST003342,2021-10-19,Logistics,Tanta,COGS,25471.91,1944.87,E0141,MGR8,CC003,Q4,2022,True,,EGP
CST003343,2022-02-15,HR,Mansoura,Maintenance,3341.52,3691.29,E0054,MGR17,CC015,Q3,2024,False,Note_11,EGP
CST003344,2021-05-03,Logistics,Suez,COGS,12719.93,2142.95,E0089,MGR11,CC020,Q2,2022,False,,EGP
CST003345,2022-11-02,HR,Port Said,Utilities,6197.01,3901.23,E0123,MGR6,CC006,Q1,2023,True,,EGP
CST003346,2021-06-17,IT,Tanta,Maintenance,54988.22,113272.86,E0166,MGR4,CC009,Q4,2024,True,,EGP
CST003347,2023-09-26,Operations,Asyut,Depreciation,12102.15,52443.87,E0158,MGR10,CC025,Q4,2024,True,,EGP
CST003348,2024-07-01,Logistics,Port Said,Depreciation,2347.87,14063.09,E0057,MGR6,CC025,Q4,2022,True,,EUR
CST003349,2022-10-09,HR,Luxor,Maintenance,2376.24,5548.44,E0053,MGR15,CC015,Q2,2023,True,,EGP
CST003350,2021-01-26,Logistics,Alexandria,Rent,9914.1,6745.6,E0076,MGR1,CC028,Q4,2021,False,,EGP
CST003351,2024-03-12,Logistics,Tanta,Insurance,30309.87,7789.0,E0046,MGR1,CC003,Q3,2024,True,,EGP
CST003352,2021-01-01,HR,Aswan,Utilities,1024.17,13519.28,E0104,MGR3,CC016,Q2,2024,False,,EUR
CST003353,2021-05-06,Sales,Giza,Maintenance,2342.83,168499.92,E0098,MGR17,CC007,Q2,2024,True,,EGP
CST003354,2024-10-09,Sales,Mansoura,Marketing,3980.18,7314.55,E0073,MGR16,CC014,Q1,2024,False,,EUR
CST003355,2024-05-14,IT,Tanta,Maintenance,2253.94,3945.37,E0006,MGR8,CC012,Q4,2023,True,Note_57,EGP
CST003356,2021-08-15,HR,Giza,Insurance,41172.14,27878.41,E0188,MGR11,CC021,Q2,2021,False,,
CST003357,2024-11-28,Marketing,Port Said,Utilities,21068.06,2486.68,E0061,MGR19,CC028,Q4,2024,True,,EGP
CST003358,2022-02-27,Logistics,Luxor,Marketing,35199.42,1821.06,E0020,MGR18,CC004,Q3,2024,True,,EGP
CST003359,2023-10-10,Operations,Aswan,Salaries,33601.28,15443.18,E0046,MGR15,CC025,Q3,2021,False,,EGP
CST003360,2021-09-11,Customer Service,Tanta,Insurance,9619.33,11480.74,E0030,MGR4,CC002,Q1,2021,True,,EGP
CST003361,2021-03-18,HR,Alexandria,Marketing,58834.85,31111.35,E0148,MGR17,CC026,Q3,2024,False,,EGP
CST003362,2021-02-05,Finance,Luxor,Maintenance,-9427.06,2344.6,E0077,MGR11,CC027,Q2,2024,False,,EGP
CST003363,2024-10-20,Sales,Port Said,Salaries,36506.2,203348.27,E0145,MGR9,CC015,Q4,2023,False,Note_36,EGP
CST003364,2023-01-15,Logistics,Aswan,COGS,10577.37,13020.87,E0050,MGR16,CC002,Q1,2022,True,,USD
CST003365,2022-12-22,Finance,Suez,Rent,1582.74,31055.27,E0119,MGR3,CC025,Q4,2024,False,,EGP
CST003366,2024-01-10,Logistics,Aswan,Rent,8118.01,13691.85,E0031,MGR9,CC024,Q3,2021,False,,USD
CST003367,2024-09-14,Marketing,Aswan,Rent,5307.17,3756.93,E0112,MGR11,CC027,Q4,2024,False,,EGP
CST003368,2023-07-31,Operations,Suez,Rent,1683.97,29331.72,E0121,MGR14,CC005,Q3,2022,True,Note_16,EGP
CST003369,2024-01-13,IT,Tanta,Insurance,19340.61,33646.12,E0175,MGR6,CC018,Q2,2023,False,,EGP
CST003370,2024-05-14,HR,Alexandria,Rent,8966.31,12725.88,E0118,MGR14,CC005,Q2,2021,True,,EGP
CST003371,2023-06-21,HR,Asyut,Insurance,62470.36,1883.82,E0153,MGR9,CC028,Q4,2024,True,,EGP
CST003372,2024-09-27,Sales,Giza,Marketing,7748.58,16769.27,E0039,MGR3,CC012,Q2,2023,True,,EGP
CST003373,2022-03-31,Sales,Aswan,Utilities,23551.11,1500.98,E0026,MGR5,CC018,Q2,2023,True,Note_56,EGP
CST003374,2021-09-01,HR,Aswan,Depreciation,36075.33,111318.34,E0176,MGR18,CC026,Q1,2023,False,Note_5,EUR
CST003375,2023-08-06,Sales,Giza,Depreciation,11332.63,10810.92,E0069,MGR20,CC020,Q2,2021,True,,EGP
CST003376,2021-05-16,IT,Alexandria,Depreciation,1403.98,17520.16,E0128,MGR15,CC023,Q3,2024,False,,
CST003377,2022-11-08,Sales,Giza,Salaries,5961.72,216512.39,E0028,MGR9,CC026,Q3,2022,True,Note_97,EGP
CST003378,2024-12-21,Finance,Giza,Rent,7765.82,14619.37,E0067,MGR17,CC006,Q2,2022,False,,EGP
CST003379,2024-03-30,Finance,Giza,Salaries,17145.67,22214.5,E0099,MGR12,CC021,Q2,2024,True,,EGP
CST003380,2021-06-19,Logistics,Alexandria,Maintenance,5350.3,1540.37,E0178,MGR16,CC013,Q1,2024,True,Note_33,EGP
CST003381,2023-07-26,Customer Service,Suez,Depreciation,3624.95,10043.51,E0058,MGR7,CC004,Q3,2021,False,Note_27,EGP
CST003382,2022-11-29,Finance,Giza,Marketing,44163.16,42752.57,E0097,MGR12,CC024,Q4,2022,True,Note_78,EGP
CST003383,2023-10-31,Marketing,Mansoura,Depreciation,3733.85,3920.78,E0044,MGR9,CC007,Q2,2024,True,Note_46,EGP
CST003384,2024-03-21,HR,Suez,Rent,2425.34,41643.53,E0060,MGR13,CC017,Q1,2024,False,Note_21,EGP
CST003385,2023-12-08,Finance,Aswan,Marketing,8410.89,8313.32,E0021,MGR16,CC017,Q1,2023,True,Note_9,EGP
CST003386,2023-09-28,Finance,Giza,Depreciation,15060.05,8498.94,E0095,MGR20,CC011,Q4,2021,True,,EGP
CST003387,2022-06-19,HR,Aswan,Salaries,8230.35,17048.15,E0051,MGR2,CC013,Q4,2022,False,,EGP
CST003388,2023-01-27,IT,Port Said,Depreciation,5522.87,17350.41,E0145,MGR14,CC004,Q3,2021,False,Note_55,EGP
CST003389,2024-01-19,IT,Suez,Marketing,8239.74,7394.33,E0022,MGR17,CC008,Q3,2022,False,,EGP
CST003390,2022-01-29,Operations,Aswan,Insurance,23031.61,2055.59,E0200,MGR1,CC030,Q1,2024,True,,USD
CST003391,2022-02-03,IT,Suez,Insurance,8237.85,50734.07,E0148,MGR18,CC026,Q3,2022,True,,EGP
CST003392,2023-12-09,Customer Service,Cairo,Salaries,3101.29,20780.16,E0163,MGR15,CC021,Q1,2024,False,,EGP
CST003393,2021-03-18,IT,Suez,COGS,10511.51,11202.21,E0144,MGR6,CC001,Q1,2024,False,,EGP
CST003394,2024-03-22,IT,Luxor,Depreciation,9906.79,25343.6,E0021,MGR16,CC012,Q4,2021,False,Note_99,EGP
CST003395,2022-12-08,Operations,Giza,COGS,13750.41,21449.04,E0156,MGR17,CC019,Q4,2024,True,Note_86,EGP
CST003396,2024-01-29,Logistics,Giza,Maintenance,19548.18,74681.45,E0011,MGR1,CC009,Q1,2021,True,Note_33,EGP
CST003397,2021-12-15,Logistics,Tanta,COGS,3539.43,1428.65,E0031,MGR3,CC001,Q3,2022,False,,EGP
CST003398,2021-09-14,Marketing,Aswan,Depreciation,15731.94,2674.5,E0005,MGR1,CC022,Q2,2021,True,,EGP
CST003399,2022-08-24,Marketing,Port Said,Utilities,15972.11,3545.72,E0152,MGR13,CC009,Q4,2022,False,,EGP
CST003400,2022-07-03,HR,Suez,Marketing,4050.75,7856.05,E0119,MGR9,CC025,Q1,2022,True,Note_82,EGP
CST003401,2022-02-23,Customer Service,Port Said,Rent,7393.17,1837.24,E0032,MGR8,CC004,Q3,2022,True,Note_30,EGP
CST003402,2023-09-10,Marketing,Giza,Rent,5511.55,25797.87,E0186,MGR16,CC026,Q1,2021,True,,
CST003403,2021-07-26,Marketing,Luxor,Utilities,98.12,8473.22,E0075,MGR4,CC017,Q3,2023,True,,EGP
CST003404,2021-05-05,Customer Service,Port Said,COGS,13509.69,22874.24,E0013,MGR10,CC005,Q3,2023,True,Note_36,EGP
CST003405,2023-03-24,HR,Alexandria,Depreciation,41298.49,7348.02,E0134,MGR18,CC003,Q1,2022,False,,EGP
CST003406,2023-08-01,Finance,Port Said,Rent,8878.18,15383.38,E0111,MGR6,CC026,Q2,2021,False,,EGP
CST003407,2024-08-07,Operations,Mansoura,COGS,99094.4,3854.25,E0026,MGR4,CC013,Q4,2023,True,,EGP
CST003408,2024-03-06,Logistics,Luxor,Salaries,2891.36,9769.81,E0010,MGR12,CC022,Q1,2021,False,,EGP
CST003409,2023-07-08,Customer Service,Suez,Rent,2411.23,3380.24,E0089,MGR6,CC028,Q1,2024,False,,EGP
CST003410,2023-04-30,HR,Asyut,Utilities,4019.29,483.21,E0165,MGR5,CC006,Q4,2024,True,Note_25,EUR
CST003411,2022-06-15,Customer Service,Mansoura,Utilities,25301.24,3652.5,E0189,MGR8,CC007,Q3,2024,False,Note_18,EGP
CST003412,2021-02-05,IT,Mansoura,Maintenance,8471.67,46402.81,E0185,MGR3,CC026,Q1,2021,True,,EGP
CST003413,2024-08-21,HR,Alexandria,Insurance,2081.19,10908.66,E0175,MGR12,CC003,Q2,2023,False,,EGP
CST003414,2022-09-26,IT,Aswan,Rent,32048.7,15247.28,E0121,MGR11,CC019,Q3,2022,False,,USD
CST003415,2023-08-23,Operations,Port Said,Maintenance,28795.9,13394.88,E0109,MGR19,CC028,Q2,2023,False,Note_63,EGP
CST003416,2022-06-09,Marketing,Luxor,Marketing,31888.04,3784.13,E0143,MGR4,CC030,Q2,2022,True,,USD
CST003417,2024-10-03,Finance,Luxor,Maintenance,92401.76,2156.07,E0018,MGR19,CC011,Q2,2023,False,Note_24,EGP
CST003418,2024-08-08,Finance,Aswan,Rent,9214.89,14033.36,E0015,MGR5,CC007,Q2,2023,False,Note_70,EUR
CST003419,2022-01-19,Operations,Aswan,Salaries,3939.23,57491.11,E0160,MGR9,CC025,Q2,2023,True,,USD
CST003420,2023-08-25,Sales,Cairo,Rent,15298.77,1301.16,E0150,MGR16,CC011,Q2,2023,False,,EGP
CST003421,2021-10-03,HR,Tanta,Maintenance,13025.8,6663.47,E0100,MGR12,CC015,Q3,2024,True,,EGP
CST003422,2022-01-17,Marketing,Aswan,Rent,16607.46,3432.39,E0001,MGR16,CC004,Q2,2021,False,Note_35,EGP
CST003423,2024-11-18,IT,Luxor,Salaries,157.38,8210.01,E0050,MGR20,CC019,Q4,2022,False,,USD
CST003424,2024-04-10,Finance,Alexandria,Rent,6429.49,520.72,E0033,MGR18,CC012,Q4,2024,False,,EGP
CST003425,2021-03-25,Sales,Alexandria,Insurance,83394.0,25055.23,E0171,MGR9,CC013,Q1,2021,True,Note_66,EGP
CST003426,2024-05-28,Operations,Asyut,Maintenance,2366.38,21172.91,E0075,MGR10,CC005,Q2,2022,True,,
CST003427,2021-07-22,Operations,Cairo,Rent,167100.7,1668.54,E0166,MGR14,CC009,Q4,2022,True,,EGP
CST003428,2024-07-30,Sales,Luxor,Salaries,1422.04,7710.41,E0199,MGR6,CC007,Q1,2021,False,Note_21,USD
CST003429,2021-02-26,HR,Asyut,Maintenance,12828.36,5973.22,E0019,MGR8,CC026,Q1,2023,True,,EGP
CST003430,2022-06-17,Finance,Giza,Rent,3366.8,1255.25,E0085,MGR7,CC022,Q4,2021,False,Note_60,
CST003431,2024-07-09,Logistics,Mansoura,Insurance,19923.19,19641.33,E0154,MGR10,CC030,Q2,2024,False,,EUR
CST003432,2021-04-03,Logistics,Port Said,Utilities,3572.35,4540.54,E0030,MGR5,CC029,Q4,2023,False,,EGP
CST003433,2023-05-06,IT,Port Said,COGS,1300.91,229830.85,E0156,MGR2,CC023,Q2,2022,True,Note_95,EGP
CST003434,2022-10-12,IT,Cairo,Insurance,961.79,75955.08,E0165,MGR19,CC012,Q4,2022,True,,EUR
CST003435,2023-08-21,Sales,Tanta,Maintenance,14271.28,3616.63,E0040,MGR5,CC023,Q4,2023,False,,EGP
CST003436,2023-02-10,Logistics,Port Said,Maintenance,127605.36,5700.91,E0079,MGR5,CC012,Q3,2024,True,,EGP
CST003437,2021-05-03,Customer Service,Tanta,Maintenance,27654.16,42926.62,E0030,MGR13,CC008,Q2,2024,False,,EGP
CST003438,2024-02-22,Sales,Aswan,Depreciation,74560.76,92248.93,E0081,MGR8,CC002,Q3,2023,True,,EGP
CST003439,2021-12-21,Sales,Giza,COGS,5233.38,5103.66,E0144,MGR16,CC001,Q3,2024,True,Note_50,EGP
CST003440,2023-11-10,Sales,Mansoura,COGS,10927.45,11410.91,E0188,MGR10,CC006,Q3,2024,True,,EGP
CST003441,2023-01-06,Customer Service,Suez,Salaries,3087.77,516023.59,E0172,MGR5,CC014,Q3,2023,True,,EGP
CST003442,2022-03-23,Finance,Mansoura,Marketing,39254.94,4769.98,E0195,MGR12,CC015,Q3,2023,True,,EGP
CST003443,2023-10-12,Finance,Suez,Maintenance,2441.03,9474.97,E0007,MGR6,CC022,Q2,2023,True,,EGP
CST003444,2022-02-13,Sales,Tanta,Depreciation,37282.72,5920.48,E0053,MGR1,CC021,Q3,2021,False,,EGP
CST003445,2022-11-10,Marketing,Suez,Insurance,1139.4,40819.21,E0073,MGR3,CC020,Q1,2022,False,,EGP
CST003446,2021-10-01,IT,Alexandria,Insurance,219.58,3726.36,E0035,MGR15,CC023,Q4,2023,True,,EUR
CST003447,2022-03-13,Operations,Aswan,Rent,69878.61,25144.78,E0065,MGR10,CC007,Q3,2023,True,,EGP
CST003448,2022-05-08,IT,Tanta,Marketing,4519.05,12686.06,E0046,MGR16,CC005,Q1,2022,False,,EGP
CST003449,2022-06-12,IT,Asyut,Depreciation,777.06,2518.02,E0160,MGR16,CC027,Q2,2024,False,,USD
CST003450,2023-08-16,Operations,Giza,Marketing,18761.58,11062.31,E0163,MGR8,CC024,Q1,2021,True,,EGP
CST003451,2024-08-24,IT,Port Said,Maintenance,26882.62,3214.84,E0153,MGR1,CC030,Q3,2023,True,Note_48,EGP
CST003452,2024-09-18,HR,Aswan,Utilities,6841.21,4383.78,E0015,MGR16,CC026,Q1,2022,False,,EGP
CST003453,2023-03-01,Logistics,Mansoura,Rent,10847.38,13426.06,E0191,MGR3,CC026,Q3,2021,True,Note_31,EGP
CST003454,2022-07-11,Finance,Tanta,COGS,2228.39,3421.73,E0099,MGR13,CC002,Q2,2024,True,Note_45,USD
CST003455,2022-08-31,Sales,Aswan,Marketing,5619.27,33424.73,E0182,MGR14,CC011,Q4,2024,False,,EGP
CST003456,2021-10-02,Sales,Suez,Maintenance,3418.82,4633.18,E0037,MGR1,CC019,Q1,2021,False,,
CST003457,2024-01-15,Customer Service,Tanta,Depreciation,28741.16,28446.03,E0104,MGR15,CC004,Q3,2023,False,,USD
CST003458,2023-11-13,Marketing,Giza,COGS,4787.3,7343.92,E0006,MGR8,CC004,Q4,2023,False,,EGP
CST003459,2021-10-29,Sales,Aswan,Depreciation,10510.52,5284.48,E0062,MGR16,CC001,Q1,2022,False,,
CST003460,2023-04-26,HR,Asyut,Salaries,18919.17,30865.43,E0171,MGR17,CC003,Q1,2022,True,Note_56,EGP
CST003461,2022-10-07,IT,Alexandria,Rent,790.62,7209.68,E0165,MGR11,CC024,Q1,2021,True,,EGP
CST003462,2023-11-11,IT,Alexandria,Insurance,2751.61,11212.01,E0042,MGR2,CC028,Q2,2021,True,Note_17,EGP
CST003463,2023-10-06,Finance,Suez,Depreciation,1902.61,21564.4,E0179,MGR11,CC022,Q4,2024,True,,EGP
CST003464,2021-02-28,Marketing,Asyut,Marketing,52041.43,11316.02,E0096,MGR4,CC028,Q3,2021,True,,EGP
CST003465,2023-08-10,Logistics,Suez,Salaries,7186.5,34251.83,E0027,MGR14,CC023,Q3,2023,True,,EGP
CST003466,2021-10-27,Finance,Aswan,Maintenance,27879.38,46020.08,E0154,MGR16,CC010,Q1,2024,False,Note_74,EGP
CST003467,2022-01-24,Finance,Port Said,Rent,1923.89,18293.4,E0129,MGR12,CC001,Q3,2021,True,,EGP
CST003468,2021-10-22,Logistics,Tanta,Insurance,410.21,10224.58,E0121,MGR3,CC028,Q2,2021,True,Note_10,EGP
CST003469,2023-08-28,HR,Giza,Insurance,10116.25,5012.94,E0166,MGR20,CC017,Q3,2023,True,,USD
CST003470,2023-06-13,Customer Service,Aswan,Salaries,282.38,3856.2,E0177,MGR20,CC022,Q4,2021,True,,EGP
CST003471,2022-07-26,IT,Giza,Salaries,7756.05,10955.62,E0154,MGR11,CC024,Q2,2021,False,,USD
CST003472,2023-03-11,Logistics,Suez,Utilities,10462.81,10200.63,E0165,MGR3,CC028,Q3,2021,False,Note_1,EGP
CST003473,2021-07-13,Operations,Giza,COGS,43082.57,36394.49,E0111,MGR7,CC027,Q1,2021,True,Note_62,EGP
CST003474,2021-03-26,Marketing,Alexandria,Depreciation,16041.82,1216.31,E0121,MGR12,CC009,Q2,2022,False,,USD
CST003475,2022-10-18,HR,Asyut,Utilities,39735.8,23758.34,E0049,MGR16,CC010,Q4,2023,True,,EGP
CST003476,2023-07-08,Customer Service,Giza,Depreciation,24556.2,4807.94,E0009,MGR10,CC025,Q2,2024,True,,
CST003477,2024-12-04,HR,Mansoura,Insurance,19464.93,2694.77,E0062,MGR13,CC018,Q3,2022,False,,EGP
CST003478,2024-03-19,Operations,Alexandria,Rent,3474.04,15279.93,E0118,MGR4,CC024,Q2,2022,False,,
CST003479,2023-05-04,IT,Cairo,Utilities,1429.43,3228.86,E0152,MGR18,CC018,Q2,2021,True,Note_64,EUR
CST003480,2021-05-09,Finance,Aswan,COGS,671.57,4183.29,E0036,MGR14,CC004,Q4,2023,False,,EGP
CST003481,2023-08-21,Logistics,Giza,Maintenance,5837.17,6373.23,E0131,MGR20,CC019,Q3,2022,True,,EUR
CST003482,2022-11-22,IT,Alexandria,Rent,22278.29,17597.31,E0097,MGR12,CC008,Q2,2022,False,,EGP
CST003483,2021-01-11,Customer Service,Luxor,COGS,15417.22,144955.37,E0051,MGR2,CC026,Q3,2024,True,Note_25,EGP
CST003484,2024-03-13,IT,Asyut,Depreciation,-581.1,11286.12,E0003,MGR19,CC021,Q1,2021,False,,EGP
CST003485,2021-01-18,HR,Aswan,Marketing,8306.21,6750.49,E0071,MGR16,CC012,Q4,2024,False,,EGP
CST003486,2024-01-26,Marketing,Tanta,Depreciation,4217.57,22627.11,E0144,MGR16,CC015,Q4,2024,True,Note_14,EGP
CST003487,2023-11-20,Logistics,Tanta,Salaries,51000.24,29946.07,E0197,MGR6,CC004,Q1,2022,True,,EGP
CST003488,2022-11-26,Finance,Alexandria,COGS,2263.52,9085.86,E0055,MGR4,CC002,Q3,2021,True,,USD
CST003489,2022-08-29,Sales,Tanta,Salaries,41600.91,32946.82,E0016,MGR1,CC025,Q2,2024,True,,EGP
CST003490,2021-12-16,IT,Giza,Rent,10689.17,27177.03,E0124,MGR19,CC018,Q3,2021,True,,EGP
CST003491,2022-12-11,Operations,Mansoura,Marketing,14884.89,7472.7,E0038,MGR19,CC015,Q2,2021,True,,
CST003492,2022-07-04,IT,Aswan,COGS,5285.32,16412.4,E0177,MGR6,CC008,Q4,2022,True,,EGP
CST003493,2024-12-31,Marketing,Aswan,Utilities,86812.19,3046.41,E0086,MGR20,CC014,Q4,2023,False,,EGP
CST003494,2023-10-03,Sales,Luxor,Insurance,4374.94,59007.46,E0191,MGR20,CC026,Q4,2021,False,,EGP
CST003495,2023-12-05,HR,Cairo,COGS,3704.21,10021.7,E0011,MGR17,CC009,Q3,2022,False,,EGP
CST003496,2021-05-13,Finance,Suez,Salaries,7714.37,5532.43,E0198,MGR12,CC024,Q2,2024,False,,EGP
CST003497,2021-12-26,Sales,Cairo,Rent,1222.9,22193.69,E0192,MGR6,CC017,Q1,2023,True,,EGP
CST003498,2023-01-02,Operations,Giza,Utilities,15426.25,1993.27,E0104,MGR4,CC027,Q2,2022,False,,USD
CST003499,2023-09-19,Logistics,Giza,Insurance,59885.89,2233.71,E0157,MGR20,CC021,Q3,2021,False,Note_28,EGP
CST003500,2024-08-16,Sales,Tanta,Maintenance,28195.63,4279.38,E0046,MGR10,CC005,Q4,2024,True,,EGP
CST003501,2023-07-17,Operations,Mansoura,Maintenance,5776.94,7137.17,E0119,MGR9,CC003,Q1,2023,False,,EGP
CST003502,2023-12-05,Customer Service,Asyut,Utilities,11817.95,3573.46,E0127,MGR7,CC013,Q3,2023,True,,
CST003503,2024-09-10,Customer Service,Alexandria,Salaries,4149.78,42554.26,E0107,MGR10,CC015,Q4,2023,False,Note_14,EGP
CST003504,2024-10-30,Operations,Giza,Depreciation,12228.51,4337.43,E0164,MGR8,CC007,Q1,2023,True,,EGP
CST003505,2021-11-16,HR,Giza,Insurance,3101.17,24213.12,E0148,MGR1,CC025,Q3,2023,True,,EGP
CST003506,2022-05-22,Operations,Luxor,Salaries,15891.54,10329.06,E0199,MGR7,CC020,Q2,2022,False,,EGP
CST003507,2021-10-23,Logistics,Aswan,Insurance,11033.43,17537.6,E0108,MGR11,CC001,Q1,2023,True,,EGP
CST003508,2024-10-12,IT,Alexandria,Depreciation,3016.35,10045.59,E0167,MGR16,CC014,Q3,2023,False,,EGP
CST003509,2023-01-22,IT,Asyut,Maintenance,1178.32,5161.84,E0023,MGR10,CC010,Q1,2021,False,,EGP
CST003510,2021-07-03,Logistics,Port Said,COGS,9410.09,6034.36,E0043,MGR2,CC003,Q2,2024,True,,EGP
CST003511,2024-01-20,Marketing,Aswan,Salaries,974.26,111653.83,E0067,MGR18,CC011,Q3,2024,False,Note_24,EGP
CST003512,2023-11-03,HR,Alexandria,Insurance,1480.32,9704.54,E0175,MGR12,CC004,Q3,2022,False,Note_68,USD
CST003513,2021-03-09,HR,Alexandria,Utilities,5252.96,8063.55,E0184,MGR20,CC012,Q2,2023,True,,EGP
CST003514,2024-11-26,Finance,Asyut,Insurance,8002.31,4319.0,E0004,MGR14,CC029,Q3,2021,True,Note_62,EGP
CST003515,2021-11-24,Operations,Aswan,Marketing,3673.06,3945.53,E0027,MGR1,CC019,Q1,2024,False,,EUR
CST003516,2021-07-17,Customer Service,Port Said,Insurance,4276.99,49882.0,E0077,MGR8,CC022,Q3,2023,False,,EGP
CST003517,2023-10-12,Logistics,Suez,Utilities,15053.41,7693.3,E0177,MGR17,CC018,Q4,2024,True,,USD
CST003518,2024-12-03,Logistics,Aswan,Rent,9042.97,7971.9,E0174,MGR5,CC025,Q2,2022,True,Note_71,EGP
CST003519,2024-08-19,Customer Service,Port Said,Utilities,2870.95,1059.16,E0069,MGR19,CC025,Q4,2023,True,,EGP
CST003520,2024-05-16,Sales,Cairo,Salaries,5758.31,13373.53,E0158,MGR12,CC016,Q4,2022,True,Note_80,EUR
