Customer_ID,Customer_Name,City,Region,Segment,Credit_Limit,Outstanding_Balance,Payment_Terms_Days,Registration_Date,Account_Status,Tax_ID,Industry,Annual_Revenue_EGP,Contact_Email,Assigned_Rep
C02613,Customer_2613,Aswan,West,SME,500000,223271,90,2022-07-09,Active,TAX2521652,Healthcare,70282423.0,contact2612@company2612.com,E0170
C02614,Customer_2614,Asyut,South,Retail,500000,96888,60,2022-11-12,Active,TAX7902600,Manufacturing,472530.0,contact2613@company2613.com,E0131
C02615,Customer_2615,Asyut,West,SME,500000,26140,30,2022-07-26,Active,TAX6269033,Manufacturing,133340.0,contact2614@company2614.com,E0154
C02616,Customer_2616,Alexandria,West,Retail,100000,250515,60,2021-10-13,Inactive,TAX7942986,Healthcare,683780.0,,E0118
C02617,Customer_2617,Asyut,North,SME,250000,214403,30,2022-02-06,Active,TAX3492777,Retail,1600222.0,contact2616@company2616.com,E0064
C02618,Customer_2618,Cairo,South,Retail,500000,47366,30,2022-06-10,Active,TAX8377737,Education,1332379.0,contact2617@company2617.com,E0125
C02619,Customer_2619,Suez,West,Retail,50000,88357,90,2021-03-11,Inactive,TAX3156016,Retail,991302.0,contact2618@company2618.com,E0013
C02620,Customer_2620,Luxor,East,SME,500000,298537,30,2022-07-22,Suspended,TAX4907483,Technology,2181614.0,contact2619@company2619.com,E0167
C02621,Customer_2621,Giza,South,Government,500000,199508,30,2023-05-05,Active,TAX9671953,Manufacturing,1480632.0,contact2620@company2620.com,E0167
C02622,Customer_2622,Cairo,Central,Enterprise,50000,65430,60,2022-12-24,Inactive,TAX1547783,Manufacturing,2551491.0,,E0175
C02623,Customer_2623,Giza,West,Retail,500000,110960,45,2022-09-01,Active,TAX4706770,Food & Beverage,356337.0,contact2622@company2622.com,E0109
C02624,Customer_2624,Alexandria,North,Retail,1000000,253032,60,2021-07-20,Active,TAX6025080,Education,1380614.0,contact2623@company2623.com,E0197
C02625,Customer_2625,Luxor,West,Government,50000,147259,90,2021-12-27,Suspended,TAX1965897,Healthcare,720689.0,contact2624@company2624.com,E0013
C02626,Customer_2626,Giza,East,Retail,50000,158218,90,2022-02-06,Active,TAX8757532,Technology,162515.0,contact2625@company2625.com,E0029
C02627,Customer_2627,Aswan,North,SME,250000,65314,30,2021-02-07,Active,TAX1988562,Manufacturing,830445.0,contact2626@company2626.com,E0039
C02628,Customer_2628,Cairo,East,Enterprise,100000,256235,30,2022-07-13,Inactive,TAX2675225,Healthcare,6940490.0,contact2627@company2627.com,E0063
C02629,Customer_2629,Giza,Central,Enterprise,100000,284127,90,2023-10-25,,TAX8385100,Manufacturing,21744467.0,contact2628@company2628.com,E0087
C02630,Customer_2630,Tanta,South,SME,500000,131091,60,2021-03-23,Active,TAX1314952,Technology,1369717.0,contact2629@company2629.com,E0033
C02631,Customer_2631,Luxor,North,SME,250000,201292,30,2021-10-12,Active,TAX7343628,Retail,1086306.0,contact2630@company2630.com,E0083
C02632,Customer_2632,Mansoura,West,SME,250000,278091,45,2024-05-25,Active,TAX2324180,Technology,253077.0,contact2631@company2631.com,E0030
C02633,Customer_2633,Giza,Central,SME,100000,158545,60,2023-05-17,Active,TAX9284831,Technology,585684.0,contact2632@company2632.com,E0138
C02634,Customer_2634,Aswan,East,Retail,1000000,129638,45,2023-09-02,Active,TAX5683312,Food & Beverage,172476.0,contact2633@company2633.com,E0039
C02635,Customer_2635,Suez,South,Enterprise,500000,80353,30,2022-12-01,Inactive,TAX7198306,Manufacturing,289438.0,contact2634@company2634.com,E0016
C02636,Customer_2636,Tanta,North,Retail,50000,6138,45,2023-12-24,Inactive,TAX6646995,Real Estate,79295.0,contact2635@company2635.com,E0037
C02637,Customer_2637,Port Said,East,Government,500000,10170,30,2024-02-03,Inactive,TAX3250226,Food & Beverage,8112628.0,,E0079
C02638,Customer_2638,Giza,South,SME,1000000,98741,30,2022-04-24,Active,TAX1874946,Technology,2809550.0,contact2637@company2637.com,E0027
C02639,Customer_2639,Alexandria,East,SME,50000,42605,45,2022-04-10,Active,TAX1331848,Retail,7485878.0,contact2638@company2638.com,E0038
C02640,Customer_2640,Mansoura,Central,SME,100000,8922,30,2022-08-03,Active,TAX6998754,Retail,8101488.0,contact2639@company2639.com,E0024
C02641,Customer_2641,Aswan,East,SME,1000000,281841,90,2022-01-19,Active,TAX2985684,Healthcare,5779567.0,contact2640@company2640.com,E0150
C02642,Customer_2642,Tanta,South,SME,50000,216500,30,2024-10-26,Active,TAX5851026,Education,257588.0,contact2641@company2641.com,E0042
C02643,Customer_2643,Asyut,Central,Retail,250000,276354,90,2023-11-14,Inactive,TAX7046490,Real Estate,3128107.0,contact2642@company2642.com,E0120
C02644,Customer_2644,Aswan,West,Retail,500000,241492,60,2023-09-11,Active,TAX1737134,Healthcare,1917485.0,contact2643@company2643.com,E0068
C02645,Customer_2645,Giza,South,SME,1000000,67424,60,2022-05-11,Active,TAX6096870,Retail,310868.0,contact2644@company2644.com,E0062
C02646,Customer_2646,Giza,South,SME,50000,59292,90,2024-04-30,Inactive,TAX5462583,Real Estate,14509245.0,contact2645@company2645.com,E0096
C02647,Customer_2647,Asyut,West,SME,1000000,2736,90,2022-08-16,,TAX6558592,Education,371469.0,contact2646@company2646.com,E0133
C02648,Customer_2648,Aswan,East,Retail,500000,295027,90,2023-05-31,Active,TAX1782449,Healthcare,12295111.0,contact2647@company2647.com,E0079
C02649,Customer_2649,Asyut,South,SME,250000,251798,30,2022-05-10,Active,TAX4663697,Manufacturing,137285.0,,E0107
C02650,Customer_2650,Alexandria,East,Retail,50000,79403,60,2021-07-04,Active,TAX5940360,Retail,6287099.0,contact2649@company2649.com,E0065
C02651,Customer_2651,Giza,North,Retail,500000,116979,60,2021-11-06,Active,TAX5881714,Food & Beverage,99329.0,contact2650@company2650.com,E0187
C02652,Customer_2652,Suez,South,Retail,50000,287952,30,2024-01-05,Active,TAX4973429,Real Estate,87901.0,contact2651@company2651.com,E0040
C02653,Customer_2653,Tanta,Central,Enterprise,100000,153182,90,2021-10-30,Inactive,TAX3269749,Food & Beverage,82274.0,contact2652@company2652.com,E0181
C02654,Customer_2654,Port Said,North,SME,50000,93746,30,2022-03-29,Inactive,TAX5789222,Healthcare,512783.0,contact2653@company2653.com,E0060
C02655,Customer_2655,Asyut,North,Enterprise,500000,219376,45,2022-01-21,Active,TAX4373233,Retail,4247623.0,contact2654@company2654.com,E0138
C02656,Customer_2656,Asyut,South,SME,250000,205995,45,2022-03-02,Active,TAX7331569,Food & Beverage,1714892.0,contact2655@company2655.com,E0163
C02657,Customer_2657,Alexandria,Central,Retail,50000,49234,60,2021-01-08,Active,TAX6818593,Food & Beverage,337950.0,contact2656@company2656.com,E0120
C02658,Customer_2658,Port Said,West,Retail,1000000,165981,30,2022-10-28,Inactive,TAX8280911,Education,3930569.0,contact2657@company2657.com,E0096
C02659,Customer_2659,Luxor,Central,SME,50000,299224,90,2024-02-17,Active,TAX4737956,Healthcare,263239.0,contact2658@company2658.com,E0056
C02660,Customer_2660,Cairo,West,Retail,250000,150585,45,2023-08-19,Inactive,TAX2031572,Education,5754066.0,contact2659@company2659.com,E0077
C02661,Customer_2661,Cairo,East,SME,50000,249393,60,2023-06-23,Inactive,TAX5455666,Food & Beverage,2888293.0,contact2660@company2660.com,E0171
C02662,Customer_2662,Alexandria,North,SME,1000000,127860,30,2021-02-16,Active,TAX7159755,Healthcare,2310393.0,contact2661@company2661.com,E0156
C02663,Customer_2663,Asyut,West,Retail,500000,235576,30,2021-04-07,Active,TAX7636446,Real Estate,774301.0,,E0153
C02664,Customer_2664,Suez,West,SME,1000000,118545,45,2022-06-27,Active,TAX5242009,Real Estate,1731645.0,contact2663@company2663.com,E0182
C02665,Customer_2665,Aswan,West,Enterprise,500000,180357,30,2021-03-13,Active,TAX6184380,Healthcare,886771.0,contact2664@company2664.com,E0162
C02666,Customer_2666,Aswan,West,Enterprise,500000,270118,30,2024-09-20,,TAX3361575,Education,1697736.0,contact2665@company2665.com,E0067
C02667,Customer_2667,Suez,Central,Retail,250000,230894,60,2021-04-17,Active,TAX7307082,Food & Beverage,3240654.0,contact2666@company2666.com,E0128
C02668,Customer_2668,Luxor,South,SME,100000,36603,60,2024-08-20,Suspended,TAX5411708,Education,1980387.0,,E0141
C02669,Customer_2669,Mansoura,West,Retail,1000000,134482,30,2022-06-03,Inactive,TAX7897478,Retail,2363467.0,contact2668@company2668.com,E0005
C02670,Customer_2670,Mansoura,West,Retail,500000,55490,60,2021-05-04,Active,TAX3921618,Education,73187.0,contact2669@company2669.com,E0069
C02671,Customer_2671,Alexandria,East,Retail,50000,137414,60,2022-10-24,Active,,Retail,2801490.0,contact2670@company2670.com,E0026
C02672,Customer_2672,Asyut,South,Retail,250000,240894,90,2022-02-16,Inactive,TAX7274452,Manufacturing,1969642.0,contact2671@company2671.com,E0031
C02673,Customer_2673,Suez,North,Government,100000,220866,90,2021-02-04,Active,TAX7393347,Technology,2302708.0,contact2672@company2672.com,E0021
C02674,Customer_2674,Asyut,North,SME,50000,110437,30,2023-04-17,Active,TAX5067524,Manufacturing,1628601.0,contact2673@company2673.com,E0057
C02675,Customer_2675,Port Said,East,Government,250000,77636,60,2023-03-04,Active,TAX1023543,Manufacturing,224404.0,contact2674@company2674.com,E0064
C02676,Customer_2676,Suez,West,Retail,1000000,290344,60,2022-10-15,Active,TAX9285264,Technology,4102736.0,contact2675@company2675.com,E0130
C02677,Customer_2677,Cairo,North,Enterprise,100000,185678,90,2021-02-28,Active,TAX2560522,Technology,292261.0,contact2676@company2676.com,E0046
C02678,Customer_2678,Aswan,Central,Retail,50000,84483,90,2023-02-15,Active,TAX5383212,Retail,5564443.0,contact2677@company2677.com,E0007
C02679,Customer_2679,Aswan,South,Retail,100000,81575,45,2022-08-21,Active,TAX2856511,Food & Beverage,280943.0,contact2678@company2678.com,E0047
C02680,Customer_2680,Luxor,South,SME,100000,5190,90,2024-07-04,Active,TAX7330278,Education,3980483.0,contact2679@company2679.com,E0028
C02681,Customer_2681,Port Said,Central,Retail,1000000,206075,90,2024-04-27,Active,TAX4433269,Manufacturing,586003.0,contact2680@company2680.com,E0025
C02682,Customer_2682,Mansoura,East,SME,100000,153643,90,2024-10-09,Active,TAX2387252,Technology,6279128.0,contact2681@company2681.com,E0019
C02683,Customer_2683,Luxor,South,Enterprise,1000000,233743,90,2023-10-12,Inactive,TAX3899874,Food & Beverage,1597304.0,contact2682@company2682.com,E0041
C02684,Customer_2684,Tanta,North,SME,1000000,94213,30,2023-10-09,Active,TAX2345928,Manufacturing,410767.0,contact2683@company2683.com,E0009
C02685,Customer_2685,Alexandria,North,SME,1000000,56349,45,2021-08-09,Active,TAX9826090,Food & Beverage,408335.0,contact2684@company2684.com,E0084
C02686,Customer_2686,Port Said,East,Retail,250000,182279,90,2024-01-08,Active,TAX3004294,Healthcare,573398.0,contact2685@company2685.com,E0133
C02687,Customer_2687,Asyut,South,Government,1000000,92390,90,2024-07-15,Active,TAX9289069,Healthcare,998072.0,contact2686@company2686.com,E0094
C02688,Customer_2688,Aswan,Central,Retail,250000,143554,30,2021-06-30,Active,TAX7303034,Manufacturing,370116.0,contact2687@company2687.com,E0050
C02689,Customer_2689,Tanta,North,Retail,500000,207784,90,2023-05-31,Active,TAX1150252,Manufacturing,1128617.0,contact2688@company2688.com,E0101
C02690,Customer_2690,Cairo,North,SME,50000,76556,45,2023-01-23,Active,TAX5842015,Education,213587.0,,E0115
C02691,Customer_2691,Suez,West,Government,50000,85987,45,2021-05-16,Inactive,TAX5416193,Manufacturing,72569.0,contact2690@company2690.com,E0022
C02692,Customer_2692,Alexandria,East,SME,500000,37228,60,2024-10-11,Active,TAX4742244,Food & Beverage,12805800.0,contact2691@company2691.com,E0199
C02693,Customer_2693,Port Said,East,Retail,500000,70102,90,2021-08-14,Active,TAX4753658,Education,137290.0,contact2692@company2692.com,E0176
C02694,Customer_2694,Tanta,West,SME,1000000,269885,90,2021-10-10,Active,TAX6398368,Manufacturing,68302264.0,contact2693@company2693.com,E0078
C02695,Customer_2695,Mansoura,South,Enterprise,100000,73041,30,2024-04-13,Active,TAX8402880,Food & Beverage,8655228.0,contact2694@company2694.com,E0005
C02696,Customer_2696,Alexandria,South,Government,50000,294543,45,2021-09-10,Active,TAX4855941,Technology,7047093.0,contact2695@company2695.com,E0070
C02697,Customer_2697,Asyut,South,Enterprise,500000,162071,30,2021-10-24,Active,TAX7722466,Retail,3351902.0,,E0192
C02698,Customer_2698,Luxor,East,Retail,1000000,125988,60,2021-04-30,Active,TAX8424072,Manufacturing,262689.0,contact2697@company2697.com,E0038
C02699,Customer_2699,Aswan,Central,Retail,50000,221178,90,2021-04-17,Suspended,TAX6227956,Technology,225861.0,contact2698@company2698.com,E0095
C02700,Customer_2700,Giza,North,Retail,250000,88973,45,2022-11-11,Active,TAX7756566,Retail,120473.0,contact2699@company2699.com,E0093
C02701,Customer_2701,Asyut,North,Retail,500000,99117,30,2021-05-22,Suspended,TAX8526415,Retail,5643656.0,contact2700@company2700.com,E0153
C02702,Customer_2702,Suez,East,Enterprise,50000,39328,60,2024-12-03,Active,TAX8026547,Real Estate,2974662.0,contact2701@company2701.com,E0161
C02703,Customer_2703,Giza,North,SME,250000,130982,45,2024-06-23,Active,TAX4100516,Healthcare,148491.0,contact2702@company2702.com,E0122
C02704,Customer_2704,Tanta,West,Retail,1000000,32370,90,2023-10-17,Active,TAX8926260,Retail,249271.0,contact2703@company2703.com,E0137
C02705,Customer_2705,Giza,West,Retail,500000,285893,90,2022-06-11,Active,TAX3230464,Manufacturing,1183037.0,contact2704@company2704.com,E0155
C02706,Customer_2706,Giza,North,SME,1000000,143813,30,2021-10-04,Active,TAX8642529,Education,387062.0,contact2705@company2705.com,E0062
C02707,Customer_2707,Cairo,Central,SME,500000,227571,90,2021-11-08,Active,TAX3263239,Retail,410912.0,contact2706@company2706.com,E0086
C02708,Customer_2708,Aswan,East,Retail,500000,228799,45,2021-06-22,Active,TAX6042074,Food & Beverage,3245310.0,contact2707@company2707.com,E0161
C02709,Customer_2709,Aswan,South,Government,50000,99594,60,2021-08-13,Inactive,TAX1198250,Technology,5444250.0,contact2708@company2708.com,E0025
C02710,Customer_2710,Cairo,West,Enterprise,500000,288730,90,2021-06-06,Inactive,TAX8619459,Healthcare,236299.0,contact2709@company2709.com,E0130
C02711,Customer_2711,Tanta,Central,SME,250000,121671,30,2023-11-09,Inactive,TAX6714219,Technology,9855359.0,contact2710@company2710.com,E0096
C02712,Customer_2712,Suez,Central,Retail,500000,18793,30,2024-06-29,Active,TAX9828994,Manufacturing,1523173.0,contact2711@company2711.com,E0002
C02713,Customer_2713,Asyut,Central,Retail,250000,22773,45,2024-03-03,Active,TAX3463123,Education,1788837.0,contact2712@company2712.com,E0196
C02714,Customer_2714,Giza,Central,Retail,500000,160212,30,2023-10-05,Inactive,TAX3282627,Technology,431257.0,contact2713@company2713.com,E0072
C02715,Customer_2715,Port Said,West,SME,1000000,37059,60,2023-10-09,Active,TAX9442142,Technology,766529.0,contact2714@company2714.com,E0086
C02716,Customer_2716,Asyut,South,Government,50000,91169,30,2023-08-10,Active,TAX6282799,Manufacturing,193406.0,contact2715@company2715.com,E0182
C02717,Customer_2717,Tanta,South,SME,250000,109679,45,2022-08-28,Active,TAX9454022,Retail,1901338.0,contact2716@company2716.com,E0014
C02718,Customer_2718,Alexandria,Central,SME,1000000,172813,60,2024-10-27,Active,TAX7558472,Retail,197080.0,contact2717@company2717.com,E0171
C02719,Customer_2719,Aswan,Central,Retail,250000,51521,60,2023-01-09,Active,TAX1261241,Technology,1642945.0,contact2718@company2718.com,E0116
C02720,Customer_2720,Aswan,Central,Enterprise,500000,213255,30,2021-07-19,Active,TAX8639893,Manufacturing,371382.0,contact2719@company2719.com,E0096
C02721,Customer_2721,Giza,North,SME,100000,240583,45,2023-07-07,Active,TAX3483312,Manufacturing,1660589.0,,E0034
C02722,Customer_2722,Cairo,Central,Government,500000,155252,60,2024-02-24,Active,TAX2258495,Healthcare,428209.0,,E0048
C02723,Customer_2723,Alexandria,North,Retail,500000,50706,45,2024-10-09,Active,TAX1686707,Real Estate,456910.0,contact2722@company2722.com,E0034
C02724,Customer_2724,Asyut,South,Retail,250000,29906,30,2021-05-23,Active,TAX2623135,Retail,2398428.0,contact2723@company2723.com,E0105
C02725,Customer_2725,Asyut,South,Retail,100000,207877,60,2022-07-23,Inactive,TAX5724134,Education,637997.0,contact2724@company2724.com,E0055
C02726,Customer_2726,Mansoura,East,SME,100000,163468,30,2024-11-03,Active,TAX2324711,Manufacturing,424853.0,contact2725@company2725.com,E0018
C02727,Customer_2727,Suez,East,Government,500000,267424,45,2021-06-01,Active,TAX4914785,Retail,7651803.0,contact2726@company2726.com,E0060
C02728,Customer_2728,Mansoura,Central,Retail,1000000,16037,30,2022-11-09,Active,TAX3944739,Retail,1941928.0,contact2727@company2727.com,E0152
C02729,Customer_2729,Mansoura,North,Retail,1000000,96731,60,2023-03-31,Active,TAX5588465,Education,581477.0,contact2728@company2728.com,E0200
C02730,Customer_2730,Giza,Central,SME,250000,255848,45,2024-07-02,Active,TAX1993187,Retail,1271018.0,,E0188
C02731,Customer_2731,Asyut,West,Retail,1000000,64426,60,2022-02-15,Active,TAX3758628,Technology,321786.0,contact2730@company2730.com,E0088
C02732,Customer_2732,Alexandria,Central,SME,250000,10812,45,2023-06-06,Inactive,TAX4777898,Real Estate,759156.0,contact2731@company2731.com,E0150
C02733,Customer_2733,Tanta,East,SME,250000,160218,45,2023-06-28,Active,TAX9246706,Real Estate,614112.0,,E0150
C02734,Customer_2734,Aswan,East,Government,500000,134842,45,2021-12-28,Inactive,TAX7671314,Retail,484350.0,contact2733@company2733.com,E0026
C02735,Customer_2735,Suez,West,SME,100000,64900,60,2024-05-22,Active,TAX6182204,Retail,311586.0,contact2734@company2734.com,E0038
C02736,Customer_2736,Giza,Central,Enterprise,100000,179298,60,2023-11-02,Active,TAX7335370,Real Estate,1168733.0,contact2735@company2735.com,E0146
C02737,Customer_2737,Asyut,South,Retail,100000,201564,45,2021-11-24,Active,TAX2338768,Manufacturing,5401901.0,contact2736@company2736.com,E0027
C02738,Customer_2738,Giza,West,Enterprise,50000,153280,45,2023-12-02,Active,TAX5713770,Technology,2745390.0,contact2737@company2737.com,E0142
C02739,Customer_2739,Giza,East,SME,50000,175851,30,2023-10-11,Active,TAX5016162,Technology,1934057.0,contact2738@company2738.com,E0180
C02740,Customer_2740,Asyut,West,Retail,250000,198136,60,2023-06-11,Active,TAX3182337,Technology,466810.0,contact2739@company2739.com,E0007
C02741,Customer_2741,Suez,South,Enterprise,50000,140792,90,2021-04-27,,TAX7810835,Healthcare,869032.0,contact2740@company2740.com,E0032
C02742,Customer_2742,Port Said,North,SME,250000,288467,90,2021-11-09,Active,TAX2611127,Manufacturing,626436.0,contact2741@company2741.com,E0188
C02743,Customer_2743,Tanta,South,Retail,100000,154915,90,2021-02-06,Active,TAX4587586,Food & Beverage,564058.0,contact2742@company2742.com,E0099
C02744,Customer_2744,Port Said,West,Retail,100000,79828,60,2021-09-11,Active,TAX9815783,Healthcare,16009649.0,contact2743@company2743.com,E0016
C02745,Customer_2745,Tanta,Central,SME,500000,197711,45,2023-03-15,Active,TAX5962876,Real Estate,278391.0,contact2744@company2744.com,E0100
C02746,Customer_2746,Giza,West,Enterprise,250000,195675,90,2021-07-23,Active,TAX8262001,Food & Beverage,6840937.0,contact2745@company2745.com,E0156
C02747,Customer_2747,Aswan,West,Retail,250000,86820,30,2023-07-11,Active,TAX5542670,Food & Beverage,506425.0,contact2746@company2746.com,E0022
C02748,Customer_2748,Giza,East,SME,50000,218233,60,2023-01-29,Active,TAX5671474,Education,1502684.0,contact2747@company2747.com,E0186
C02749,Customer_2749,Aswan,East,Retail,100000,261530,90,2024-12-06,Active,TAX8739914,Healthcare,3763834.0,contact2748@company2748.com,E0184
C02750,Customer_2750,Port Said,North,SME,50000,49342,45,2021-02-09,,TAX2589295,Food & Beverage,891465.0,contact2749@company2749.com,E0089
C02751,Customer_2751,Mansoura,West,Retail,1000000,118437,60,2024-05-01,Active,TAX5512315,Retail,199294.0,,E0057
C02752,Customer_2752,Mansoura,South,SME,100000,28629,30,2022-05-25,Active,TAX9015418,Education,140202.0,contact2751@company2751.com,E0086
C02753,Customer_2753,Cairo,East,Retail,100000,185146,60,2022-02-21,Active,TAX4253173,Healthcare,592937.0,contact2752@company2752.com,E0151
C02754,Customer_2754,Giza,North,Retail,100000,109228,45,2021-07-01,Active,TAX8856182,Real Estate,508848.0,contact2753@company2753.com,E0132
C02755,Customer_2755,Mansoura,North,Retail,100000,89011,60,2022-02-01,Active,TAX1726570,Technology,812952.0,contact2754@company2754.com,E0038
C02756,Customer_2756,Giza,South,Retail,500000,264767,90,2022-11-04,Active,TAX3331951,Technology,32462242.0,contact2755@company2755.com,E0044
C02757,Customer_2757,Cairo,South,Retail,250000,294049,90,2022-06-12,Active,TAX6020853,Food & Beverage,1359171.0,contact2756@company2756.com,E0148
C02758,Customer_2758,Alexandria,West,Enterprise,1000000,217455,60,2023-07-21,Suspended,,Education,548330.0,contact2757@company2757.com,E0135
C02759,Customer_2759,Tanta,North,Retail,50000,255298,30,2023-06-12,Inactive,TAX1397298,Food & Beverage,5115824.0,contact2758@company2758.com,E0083
C02760,Customer_2760,Asyut,North,SME,500000,159296,60,2024-06-23,Active,TAX1421825,Manufacturing,403847.0,contact2759@company2759.com,E0063
C02761,Customer_2761,Aswan,North,Retail,100000,21068,45,2022-10-24,Active,TAX3489592,Manufacturing,1547401.0,contact2760@company2760.com,E0070
C02762,Customer_2762,Cairo,West,SME,100000,26347,45,2021-05-20,Active,TAX9492718,Healthcare,2758551.0,contact2761@company2761.com,E0106
C02763,Customer_2763,Asyut,East,Retail,500000,45472,90,2022-07-28,Active,TAX3023964,Retail,219863.0,contact2762@company2762.com,E0034
C02764,Customer_2764,Cairo,South,Enterprise,250000,16677,90,2022-06-02,Active,TAX1571812,Technology,6956855.0,contact2763@company2763.com,E0103
C02765,Customer_2765,Port Said,South,SME,1000000,233999,60,2023-03-10,Active,TAX8624482,Manufacturing,478997.0,contact2764@company2764.com,E0035
C02766,Customer_2766,Luxor,South,Enterprise,50000,259793,60,2022-11-06,Active,TAX1697706,Food & Beverage,638298.0,,E0102
C02767,Customer_2767,Giza,West,SME,250000,283520,90,2022-06-03,Active,TAX3160869,Manufacturing,1763195.0,contact2766@company2766.com,E0062
C02768,Customer_2768,Alexandria,West,Retail,100000,93341,60,2023-03-29,Active,TAX9397983,Real Estate,320328.0,contact2767@company2767.com,E0081
C02769,Customer_2769,Alexandria,West,SME,500000,126955,30,2022-11-01,Active,TAX8992926,Technology,1039723.0,contact2768@company2768.com,E0110
C02770,Customer_2770,Tanta,South,Retail,250000,189740,30,2021-03-01,Inactive,TAX8560116,Education,595080.0,contact2769@company2769.com,E0140
C02771,Customer_2771,Giza,Central,SME,100000,133977,90,2024-03-20,Active,TAX3986532,Healthcare,696319.0,contact2770@company2770.com,E0117
C02772,Customer_2772,Port Said,North,Retail,500000,42917,45,2023-09-16,Active,TAX6286486,Education,21773494.0,contact2771@company2771.com,E0104
C02773,Customer_2773,Asyut,South,SME,100000,137785,30,2022-03-03,Active,TAX2989042,Technology,7710954.0,contact2772@company2772.com,E0034
C02774,Customer_2774,Suez,South,SME,1000000,82310,60,2021-01-01,Active,TAX8417798,Retail,1847144.0,contact2773@company2773.com,E0100
C02775,Customer_2775,Aswan,Central,Enterprise,250000,117213,30,2022-11-06,Active,TAX8893773,Real Estate,245368.0,contact2774@company2774.com,E0100
C02776,Customer_2776,Port Said,East,SME,1000000,32509,90,2024-01-05,Inactive,TAX8449549,Education,305321.0,contact2775@company2775.com,E0090
C02777,Customer_2777,Cairo,East,SME,100000,182485,30,2024-07-31,Active,TAX3915322,Retail,143304.0,contact2776@company2776.com,E0080
C02778,Customer_2778,Luxor,South,SME,50000,125134,30,2024-11-12,Inactive,TAX3789679,Food & Beverage,2982612.0,contact2777@company2777.com,E0078
C02779,Customer_2779,Suez,South,SME,50000,119153,60,2024-05-22,Active,TAX9872115,Technology,128871.0,contact2778@company2778.com,E0099
C02780,Customer_2780,Mansoura,North,SME,1000000,76276,90,2023-02-02,Active,TAX3258347,Healthcare,829247.0,contact2779@company2779.com,E0183
C02781,Customer_2781,Alexandria,East,Enterprise,50000,252621,60,2022-01-19,Active,TAX5844366,Healthcare,1771406.0,contact2780@company2780.com,E0133
C02782,Customer_2782,Asyut,North,Retail,100000,124948,30,2023-01-19,Active,TAX9302051,Retail,327210.0,contact2781@company2781.com,E0055
C02783,Customer_2783,Cairo,Central,Retail,50000,60216,30,2023-05-01,Inactive,TAX8065670,Education,226245.0,contact2782@company2782.com,E0147
C02784,Customer_2784,Cairo,North,Retail,100000,170592,60,2022-11-30,Active,TAX4264555,Real Estate,2003598.0,contact2783@company2783.com,E0017
C02785,Customer_2785,Tanta,North,Enterprise,1000000,139913,45,2021-06-30,Active,TAX5920964,Technology,1138343.0,contact2784@company2784.com,E0163
C02786,Customer_2786,Tanta,East,Retail,1000000,91852,90,2024-04-17,Active,TAX3191380,Manufacturing,2218036.0,contact2785@company2785.com,E0070
C02787,Customer_2787,Aswan,Central,Government,250000,291144,30,2021-06-04,Active,TAX4415553,Education,1489556.0,contact2786@company2786.com,E0161
C02788,Customer_2788,Suez,East,Retail,250000,166853,30,2021-01-15,Active,TAX5417639,Healthcare,4414562.0,contact2787@company2787.com,E0022
C02789,Customer_2789,Port Said,South,Retail,1000000,27391,45,2024-12-11,Active,TAX8357248,Food & Beverage,618498.0,contact2788@company2788.com,E0184
C02790,Customer_2790,Alexandria,East,SME,250000,282146,30,2021-05-09,Active,TAX4309991,Healthcare,8906547.0,contact2789@company2789.com,E0046
C02791,Customer_2791,Mansoura,South,SME,1000000,239523,30,2023-01-06,Active,TAX8003911,Manufacturing,12075005.0,contact2790@company2790.com,E0104
C02792,Customer_2792,Mansoura,South,Retail,50000,157541,90,2021-04-03,Active,TAX7688655,Technology,1277579.0,contact2791@company2791.com,E0180
C02793,Customer_2793,Mansoura,West,SME,1000000,86024,45,2023-06-11,Active,TAX6686617,Technology,207627.0,,E0052
C02794,Customer_2794,Cairo,Central,Enterprise,1000000,199180,90,2021-03-22,Suspended,TAX7586643,Food & Beverage,2742944.0,contact2793@company2793.com,E0032
C02795,Customer_2795,Suez,South,Government,100000,242901,45,2023-02-27,,TAX9007013,Healthcare,406536.0,,E0072
C02796,Customer_2796,Alexandria,North,SME,100000,21511,30,2024-11-23,,TAX7404938,Food & Beverage,327448.0,contact2795@company2795.com,E0021
C02797,Customer_2797,Tanta,South,SME,100000,207422,30,2021-04-30,Suspended,TAX5240795,Food & Beverage,2454607.0,contact2796@company2796.com,E0014
C02798,Customer_2798,Luxor,West,Retail,50000,246593,90,2022-02-25,Active,TAX1281538,Technology,414181.0,contact2797@company2797.com,E0114
C02799,Customer_2799,Tanta,East,Government,1000000,133265,45,2024-01-29,Active,,Food & Beverage,293667.0,contact2798@company2798.com,E0149
C02800,Customer_2800,Aswan,North,Government,100000,260632,45,2022-03-13,Active,TAX6083881,Manufacturing,1259345.0,contact2799@company2799.com,E0170
C02801,Customer_2801,Cairo,West,Government,100000,227436,45,2024-12-30,Active,,Healthcare,154169.0,contact2800@company2800.com,E0159
C02802,Customer_2802,Mansoura,West,Retail,100000,185601,30,2023-08-10,Suspended,TAX3466854,Manufacturing,312027.0,contact2801@company2801.com,E0056
C02803,Customer_2803,Asyut,West,SME,250000,206212,30,2023-02-04,Active,TAX8250491,Manufacturing,1180887.0,contact2802@company2802.com,E0183
